CPU name,cpu bench (higher = better)
Intel Core2 Duo L7300 @ 1.40GHz,513
Intel Atom D2701 @ 2.13GHz,511
AMD Sempron 130,511
sun50iw6,511
Intel Celeron N2808 @ 1.58GHz,510
ARM Cortex-A53 4 Core 1800 MHz,508
MT8161P,508
Rockchip RK3288 (Flattened Device Tree),508
AMD Turion X2 Ultra Dual-Core Mobile ZM-80,506
AMD Sempron 145,506
Intel Atom Z3736F @ 1.33GHz,503
Intel Celeron N2820 @ 2.13GHz,502
ARM Cortex-A53 4 Core 2016 MHz,500
Intel Celeron N2807 @ 1.58GHz,500
Intel Core Duo T2700 @ 2.33GHz,498
Unisoc SC9832e,498
AMD Turion X2 Dual Core Mobile RM-70,497
MT8735,495
Intel Celeron N2815 @ 1.86GHz,495
Rockchip RK3328 box liantong avb,491
AMD E2-2000 APU,490
ARM Cortex-A55 4 Core 1416 MHz,489
Intel Atom Z3770D @ 1.49GHz,488
AMD Athlon II Neo N36L Dual-Core,487
AMD Sempron 140,486
AMD E-350D APU,486
Intel Celeron N2806 @ 1.60GHz,485
Intel Pentium SU4100 @ 1.30GHz,485
AMD Athlon 64 3100+,484
AMD G-T56N,484
Intel Celeron 847 @ 1.10GHz,483
Intel Celeron SU2300 @ 1.20GHz,482
Intel Xeon 3.20GHz,478
MT8167A,478
Intel Celeron 925 @ 2.30GHz,477
AMD Turion 64 X2 Mobile TL-50,474
AMD E1-2200 APU,474
AMD TurionX2 Dual Core Mobile RM-72,471
ARM Cortex-A53 4 Core 1512 MHz,471
"Qualcomm Technologies, Inc MSM8920",471
Intel Core2 Duo T5200 @ 1.60GHz,470
Intel Celeron G460 @ 1.80GHz,469
Intel Pentium Extreme Edition 955 @ 3.46GHz,469
Intel Core2 Duo L7100 @ 1.20GHz,467
Intel Atom D2700 @ 2.13GHz,467
AMD Athlon 64 FX-59,465
Rockchip rk3326 evb board,463
Intel Atom E3827 @ 1.74GHz,463
ARM Cortex-A53 4 Core 1608 MHz,462
AMD Opteron 154,457
"Qualcomm Technologies, Inc QM215",457
Samsung Exynos 7570,457
Intel Core Duo T2600 @ 2.16GHz,456
MediaTek MT6737,456
AMD Athlon Neo X2 Dual Core 6850e,456
Intel Pentium D 915 @ 2.80GHz,455
QCT APQ8064 DEB,453
ARM Cortex-A53 4 Core 1600 MHz,453
AMD Opteron 254,451
ARM Cortex-A53 4 Core 1300 MHz,447
AMD E2-1800 APU,447
Intel Atom N2800 @ 1.86GHz,444
AMD G-T56E,442
Intel Core2 Duo U9300 @ 1.20GHz,440
AMD Turion 64 X2 Mobile TL-58,436
MediaTek MT6739WW,435
AMD E-450 APU,434
Intel Atom D2560 @ 2.00GHz,433
AMD Turion Neo X2 Dual Core L625,432
AMD Athlon LE-1640,430
Intel Core2 Duo U7700 @ 1.33GHz,429
MT8127,429
AMD G-T48E,429
AMD Opteron 152,428
Sony Mobile fusion3,428
MediaTek MT6737M,427
Intel Core2 Duo T5270 @ 1.40GHz,427
Intel Celeron G440 @ 1.60GHz,425
Intel Xeon 3.00GHz,425
Qualcomm MSM8916,424
Rockchip RK3326,423
AMD E-350 APU,423
ARM Cortex-A53 4 Core 1296 MHz,421
AMD Athlon LE-1620,421
AMD E-350,421
Intel Celeron N2810 @ 2.00GHz,420
MT8765WB,419
MediaTek MT8735B,418
ARM Cortex-A53 4 Core 1392 MHz,417
AMD Sempron LE-1300,417
AMD Athlon II Neo K325 Dual-Core,417
AMD Athlon LE-1660,416
Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,415
Intel Celeron 450 @ 2.20GHz,415
AMD Athlon LE-1600,412
AMD Athlon 1640B,412
Intel Core Duo T2450 @ 2.00GHz,411
Intel Atom D2550 @ 1.86GHz,409
"Qualcomm Technologies, Inc QCM2150",409
Intel Core Duo T2500 @ 2.00GHz,408
ARM Cortex-A53 4 Core 1199 MHz,407
Intel Atom E3805 @ 1.33GHz,406
AMD A4-1250 APU,406
MediaTek MT6739WA,406
Intel Atom D510 @ 1.66GHz,406
Intel Xeon 5110 @ 1.60GHz,405
AMD Athlon 64 FX-55,404
"Qualcomm Technologies, Inc APQ8016",404
Intel Core Duo L2500 @ 1.83GHz,404
ARM ARMv7 rev 4 (v7l) 4 Core 1200 MHz,403
Intel Xeon 3.60GHz,403
AMD E1-2100 APU,401
Intel Core i7-2630UM @ 1.60GHz,400
AMD Turion 64 Mobile ML-42,400
AMD Geode NX 2400+,400
VIA Nano X2 U4025 @ 1.2 GHz,400
"Qualcomm Technologies, Inc MSM8916",400
Rockchip rk3326 863 rkisp1 board,399
QCT APQ8064 MAKO,399
ARM ARMv7 rev 4 (v7l) 4 Core 1400 MHz,399
Intel Atom D525 @ 1.80GHz,398
AMD E1-1500 APU,398
AMD V140,397
AMD Athlon 64 3700+,394
AMD Opteron 150,393
Intel Xeon 3.80GHz,393
AMD Opteron 148,392
Intel Core2 Duo U7500 @ 1.06GHz,392
Intel Celeron 807 @ 1.50GHz,392
Intel Celeron 900 @ 2.20GHz,392
QCT APQ8064 MTP,389
MT8735M,388
Intel Core Duo L2300 @ 1.50GHz,387
Intel Core Duo T2350 @ 1.86GHz,385
Intel Pentium 4 3.73GHz,385
MediaTek MT8167B,385
AMD Turion 64 Mobile ML-44,384
Intel Pentium T2130 @ 1.86GHz,382
QCT APQ8064 AWIFI,382
AMD E1-1200 APU,380
Qualcomm MSM8212,378
Intel Atom E3825 @ 1.33GHz,378
AMD Athlon 64 3500+,377
AMD Athlon 64 3300+,375
Intel Xeon 3.40GHz,375
Intel Pentium D 805 @ 2.66GHz,374
Intel Celeron D 360 @ 3.46GHz,372
Intel Celeron 827E @ 1.40GHz,371
AMD A4-1200 APU,369
Intel Celeron 440 @ 2.00GHz,368
MT6735P,368
AMD Sempron 3600+,364
Intel Atom 330 @ 1.60GHz,363
AMD Turion 64 Mobile MK-38,362
Intel Core Duo T2400 @ 1.83GHz,361
AMD Sempron 3800+,360
Intel Atom N2600 @ 1.60GHz,360
Intel Pentium 4 3.80GHz,358
AMD Athlon II 160u,358
AMD Athlon X2 Dual Core 3250e,357
Mobile AMD Athlon 64 3700+,356
Manta,356
ARM Cortex-A7 4 Core 1368 MHz,354
AMD V120,352
Intel Core Duo T2250 @ 1.73GHz,350
AMD Sempron LE-1200,349
Intel Core Duo L2400 @ 1.66GHz,348
Intel Core2 Duo U7600 @ 1.20GHz,347
AMD Opteron 146,346
ARM Cortex-A53 4 Core 1152 MHz,344
Mobile Intel Pentium 4 3.33GHz,344
Intel Celeron 570 @ 2.26GHz,344
ARM Cortex-A7 4 Core 1300 MHz,343
Intel 2.80GHz,341
Intel Atom N570 @ 1.66GHz,341
ARM Cortex-A53 4 Core 1500 MHz,340
AMD Athlon 64 4000+,340
Unisoc SC7731e,340
AMD Athlon II 170u,340
Intel Pentium T2080 @ 1.73GHz,339
AMD E-300 APU,339
Intel Celeron 560 @ 2.13GHz,339
AMD Athlon TF-36,338
MT6739WM,338
AMD Sempron M100,338
AMD V160,337
Qualcomm MSM8928,337
AMD Turion 64 Mobile ML-40,336
Mobile AMD Sempron 3800+,335
sun8iw11p1,335
"Qualcomm Technologies, Inc APQ8009",335
ARM Cortex-A72 4 Core 1750 MHz,335
Intel Celeron N2805 @ 1.46GHz,335
Intel Celeron 550 @ 2.00GHz,334
AMD Turion 64 Mobile ML-37,334
ARM Cortex-A35 4 Core 1296 MHz,334
AMD Turion 64 Mobile MK-36,334
AMD Athlon 64 3000+,334
Mobile AMD Athlon 64 3400+,333
AMD Athlon 2850e,333
Intel Core Duo T2050 @ 1.60GHz,333
Qualcomm APQ8026,332
Qualcomm MSM8228,332
Intel Pentium 4 3.20GHz,330
Intel Pentium T2060 @ 1.60GHz,330
ARM Cortex-A35 4 Core 1200 MHz,329
VIA Eden X2 U4200 @ 1.0+ GHz,327
Mobile AMD Athlon 64 3200+,326
Intel Core Duo T2300 @ 1.66GHz,325
ARM Cortex-A53 4 Core 1368 MHz,322
Qualcomm MSM8226,322
AMD Turion 64 Mobile ML-34,319
Rockchip RK3328,319
ARM Cortex-A57 2 Core 1479 MHz,318
AMD Athlon 64 3400+,317
Intel Pentium 4 3.00GHz,317
AMD Opteron 144,316
AMD Athlon II Neo K125,315
AMD Sempron LE-1100,315
Intel Pentium 4 3.60GHz,315
AMD C-70 APU,315
AMD Sempron 3300+,315
ARM Cortex-A72 4 Core 2800 MHz,314
Intel Celeron D 420 @ 1.60GHz,313
Mobile AMD Athlon 64 4000+,313
Samsung GrandPrimePlus LTE CIS rev04 board based o,312
AMD C-60 APU,312
Spreadtrum SC7731e,311
AMD Athlon X2 Dual Core L310,309
MT6735M,308
ARM Cortex-A53 4 Core 1008 MHz,308
Intel Celeron 3.06GHz,307
msm8960dt,306
Intel Celeron 540 @ 1.86GHz,305
AMD Athlon 64 3200+,305
AMD Z-01,305
Intel Atom E3826 @ 1.46GHz,304
UNIVERSAL3475,301
AMD Sempron LE-1250,301
Qualcomm MSM8926,300
Intel Pentium 4 3.40GHz,300
AMD G-T40N,299
Intel Atom Z2760 @ 1.80GHz,298
AMD Sempron 3100+,298
AMD Athlon II Neo K145,298
ARM Cortex-A53 4 Core 1400 MHz,297
Intel Pentium 4 3.46GHz,295
AMD Athlon 64 2800+,295
Qualcomm MSM8626,294
Mobile AMD Sempron 3300+,294
AMD Athlon 64 3800+,292
AMD Sempron 3400+,292
ARM Cortex-A53 4 Core 1200 MHz,292
"Qualcomm Technologies, Inc MSM8216",292
Intel Pentium M 2.10GHz,292
AMD Athlon 2800+,291
Intel Celeron M 530 @ 1.73GHz,291
AMD C-60,290
AMD G-T40E,289
AMD Sempron SI-40,288
"Qualcomm Technologies, Inc MSM8909",286
AMD Turion 64 Mobile MT-32,286
AMD Sempron 3000+,286
AMD Turion 64 Mobile ML-32,285
Mobile AMD Sempron 3600+,284
Intel Atom N550 @ 1.50GHz,283
AMD Athlon XP 3100+,282
AMD Athlon XP 3200+,281
Intel Pentium M 1.80GHz,280
Intel Celeron 430 @ 1.80GHz,280
ARM Cortex-A72 4 Core 800 MHz,279
AMD Turion 64 Mobile MT-34,279
VIA Nano L2100@1800MHz,279
Mobile AMD Sempron 3100+,277
AMD Turion 64 Mobile ML-30,277
AMD Athlon XP 2900+,276
Intel Celeron 743 @ 1.30GHz,275
AMD Athlon Neo MV-40,275
AMD Turion 64 Mobile MT-37,274
AMD Athlon 2650e,274
Intel Celeron D 352 @ 3.20GHz,274
ARM Cortex-A7 4 Core 1200 MHz,270
Intel Pentium M 2.00GHz,270
Mobile AMD Sempron 3400+,269
ARM Cortex-A7 4 Core 1008 MHz,269
Mobile AMD Sempron 3000+,269
Intel Celeron 530 @ 1.73GHz,268
AMD Sempron 210U,267
Intel Celeron 3.20GHz,267
Intel Celeron M 723 @ 1.20GHz,267
AMD C-50,265
AMD Athlon TF-20,265
Intel Celeron 3.33GHz,263
VIA Eden C1050@1.06GHz,263
AMD Z-60 APU,262
AMD Athlon XP 3000+,262
AMD Athlon XP 2800+,260
Intel Xeon 2.80GHz,260
Mobile AMD Sempron 3500+,259
Mobile AMD Sempron 2600+,256
AMD Athlon XP 2700+,256
Intel Core Duo U2400 @ 1.06GHz,255
AMD Turion 64 Mobile ML-28,254
Intel Core Solo T1400 @ 1.83GHz,253
AMD Sempron 2600+,253
Intel Celeron M 1.70GHz,252
Intel Core2 Solo U3500 @ 1.40GHz,252
AMD Sempron LE-1150,251
Intel Celeron D 356 @ 3.33GHz,251
AMD Sempron 3200+,251
Intel Pentium 4 3.06GHz,249
ARM Cortex-A53 4 Core 1000 MHz,248
AMD GX-210JA SOC,248
AMD Sempron M120,247
Intel Atom D2500 @ 1.86GHz,246
AMD Turion 64 Mobile MT-30,246
Mobile AMD Sempron 3200+,245
AMD Sempron SI-42,245
Rockchip RK3229,244
AMD Athlon XP2400+,243
AMD Athlon 64 2600+,243
AMD Sempron 2800+,243
AMD Athlon XP 2600+,242
Mobile AMD Athlon XP-M 2600+,241
Mobile AMD Athlon 2500+,241
Intel Celeron 807UE @ 1.00GHz,241
Intel Pentium M 1.50GHz,240
Intel Pentium M 1.70GHz,239
Intel Celeron M 520 @ 1.60GHz,239
SAMSUNG SERRANO,239
Mobile AMD Athlon XP-M 3000+,238
VIA Nano L2007@1600MHz,238
Mobile AMD Athlon XP-M 2800+,238
Intel Pentium M 1700MHz,237
Mobile AMD Athlon XP-M 2200+,237
Mobile AMD Sempron 2800+,237
Intel Pentium 4 2.80GHz,237
Intel Celeron 420 @ 1.60GHz,235
AMD Athlon XP 2400+,234
Intel Pentium M 2.13GHz,234
Intel Core2 Solo U2100 @ 1.06GHz,233
Mobile AMD Athlon 4 2400+,233
Intel Celeron D 347 @ 3.06GHz,232
Mobile Intel Pentium 4 3.20GHz,232
AMD Sempron 3500+,232
AMD Athlon XP 2500+,231
Intel Celeron 2.93GHz,230
Intel Celeron M 450 @ 2.00GHz,230
Intel Pentium SU2700 @ 1.30GHz,228
ARM Cortex-A7 4 Core 900 MHz,228
Intel Pentium M 2.26GHz,227
Mobile AMD Athlon XP-M 2500+,226
ARM Cortex-A7 4 Core 1296 MHz,225
Mobile AMD Athlon XP-M 2400+,225
Intel Pentium M 1.40GHz,225
Intel Atom N470 @ 1.83GHz,224
Intel Celeron 2.53GHz,222
Intel Pentium M 1.86GHz,222
Intel Celeron M 360 1.40GHz,221
Intel Core Duo U2500 @ 1.20GHz,220
ARM Cortex-A53 4 Core 600 MHz,220
Mobile Intel Pentium 4 3.06GHz,220
Intel Celeron M 1500MHz,217
Intel Celeron M 1.50GHz,216
Intel Pentium 4 2.60GHz,215
AMD Athlon XP 2200+,214
Intel Celeron 723 @ 1.20GHz,213
AMD Athlon XP 2100+,210
Intel Core Solo T1300 @ 1.66GHz,210
Intel Celeron 220 @ 1.20GHz,209
Intel Pentium M 1400MHz,208
ARM Cortex-A53 4 Core 1536 MHz,208
ARM Cortex-A53 4 Core 1333 MHz,207
AMD Sempron 2500+,207
AMD Sempron 2300+,207
Intel Celeron M 1.30GHz,205
Mobile Intel Pentium 4 2.80GHz,205
Intel Pentium M 1.73GHz,205
AMD Sempron 2400+,205
AMD Athlon XP 1900+,203
Intel Atom N450 @ 1.66GHz,203
Intel Pentium M 1.20GHz,199
ARM Cortex-A72 4 Core 1850 MHz,199
VIA Nano U2500@1200MHz,199
Intel Atom D425 @ 1.80GHz,199
RK30board,198
Intel Pentium M 1300MHz,197
Intel Celeron M 1300MHz,197
AMD Athlon L110,197
Intel Pentium M 1.30GHz,196
Mobile AMD Athlon XP-M 2000+,196
AMD E-240,195
AMD Athlon XP 1800+,195
AMD Athlon XP 2000+,195
Intel Pentium III 1400S @ 1400MHz,194
Intel Pentium M 1.60GHz,194
Intel Core Solo T1350 @ 1.86GHz,194
Mobile AMD Athlon XP-M 1800+,193
Intel Pentium III 1400 @ 1400MHz,193
Intel Atom N455 @ 1.66GHz,193
Intel Pentium M 1600MHz,193
Mobile AMD Athlon MP-M 2400+,192
AMD Athlon 1500+,191
Intel Celeron M 1.60GHz,190
Intel Celeron 2.80GHz,190
Intel Atom N2100 @ 1.60GHz,188
Intel Pentium M 1500MHz,188
VIA Nano U2250 (1.6GHz Capable),187
Google R11 BtWifi Evt1.1,187
Intel Atom E3815 @ 1.46GHz,184
VIA Nano U3500@1000MHz,184
Intel Pentium M 1.10GHz,184
AMD V105,184
AMD Sempron 2200+,184
AMD Athlon XP1600+,183
Intel Atom Z530 @ 1.60GHz,183
Mobile Intel Celeron 1333MHz,183
Mobile Intel Pentium 4 2.66GHz,182
Intel Celeron 2.26GHz,182
Intel Atom D410 @ 1.66GHz,180
Intel Xeon 2.40GHz,180
Intel Atom N475 @ 1.83GHz,179
VIA Nano U2250@1300+MHz,179
AMD C-30,178
AMD G-T52R,177
AMD Athlon XP 1700+,176
Intel Atom N270 @ 1.60GHz,175
AMD Athlon XP 1600+,174
ARM Cortex-A72 4 Core 1200 MHz,174
Intel Celeron 215 @ 1.33GHz,174
Mobile AMD Athlon MP-M 1800+,173
Intel Celeron M 440 @ 1.86GHz,169
Intel Atom 230 @ 1.60GHz,169
Intel Celeron M 430 @ 1.73GHz,169
Mobile AMD Athlon XP-M 1600+,169
AMD Athlon XP 1500+,167
Intel Celeron 2.13GHz,166
VIA Nano L2207@1600MHz,165
Intel XEON 2.20GHz,164
Intel Celeron 2.50GHz,164
Mobile AMD Sempron 2100+,164
Intel Core Solo U1500 @ 1.33GHz,164
Intel Pentium III Mobile 1133MHz,164
Intel Pentium 4 2.53GHz,162
Intel Pentium III Mobile 1066MHz,160
Intel Pentium 4 2.50GHz,160
Intel Celeron 2.70GHz,159
Intel Celeron 1200MHz,159
Intel Atom Z670 @ 1.50GHz,158
Intel Pentium 4 2.66GHz,157
Intel Pentium 4 2.20GHz,157
Intel Atom N280 @ 1.66GHz,157
Intel Pentium III Mobile 1200MHz,156
Intel Pentium M 1000MHz,156
Intel Pentium M 1200MHz,155
Intel Pentium 4 3.83GHz,154
AMD Athlon 64 2000+,154
Mobile Intel Celeron 2.40GHz,154
Intel Atom N435 @ 1.33GHz,153
Intel Xeon 2.00GHz,152
Intel Pentium 4 2.26GHz,151
Intel Pentium 4 2.93GHz,150
VIA C7-D 1800MHz,150
Intel Celeron M 1.00GHz,149
Intel Celeron 2.30GHz,148
Mobile Intel Celeron 2.20GHz,147
Mobile Intel Pentium III - M 1200MHz,146
VIA C7-M 6300MHz,145
Mobile Intel Pentium 4 - M 2.20GHz,143
Intel Celeron 2.60GHz,143
Intel Celeron 2.40GHz,143
ARM Cortex-A7 2 Core 1080 MHz,142
Intel Pentium M 900MHz,141
Mobile Intel Pentium 4 - M 2.40GHz,139
Intel Celeron 1000MHz,139
Intel Celeron M 420 @ 1.60GHz,139
Intel Celeron 2.20GHz,139
ARM Cortex-A7 2 Core 996 MHz,138
Mobile Intel Pentium 4 - M 2.00GHz,138
Intel Pentium 4 Mobile 1.90GHz,136
VIA Esther 1500MHz,135
Intel Pentium 4 2.00GHz,133
Mobile Intel Celeron 2.00GHz,133
Intel Pentium 4 Mobile 2.00GHz,132
Intel Pentium 4 2.40GHz,131
Intel Celeron 2.66GHz,131
Intel Core Solo U1400 @ 1.20GHz,130
Mobile Intel Pentium III - M 933MHz,130
Intel Core Solo U1300 @ 1.06GHz,127
Intel Celeron M 443 @ 1.20GHz,125
Intel Celeron 2.00GHz,125
AMD Sempron 200U,125
Intel Celeron M 410 @ 1.46GHz,123
Intel Celeron M 900MHz,123
Intel Atom Z520 @ 1.33GHz,122
Mobile Intel Pentium 4 - M 1.70GHz,121
Mobile Intel Celeron 1.80GHz,121
AMD G-T44R,120
AMD G-T40R,120
Mobile Intel Pentium 4 - M 1.80GHz,119
Intel Pentium III Mobile 800MHz,119
Mobile Intel Celeron 1.70GHz,118
Intel Pentium 4 Mobile 1.60GHz,116
VIA C7-M 1600MHz,116
Intel Pentium 4 1.80GHz,115
Intel Pentium 4 Mobile 1.80GHz,114
Intel Pentium 4 1800MHz,114
Intel Celeron 1100MHz,113
VIA C7-M 1200MHz,112
ARM Cortex-A7 2 Core 960 MHz,110
Intel Celeron B710 @ 1.60GHz,106
Intel Pentium 4 1.90GHz,104
VIA Nehemiah,101
Intel Celeron 1.70GHz,101
Intel Pentium 4 1700MHz,100
Intel Pentium III Mobile 866MHz,99
Intel Celeron 1.80GHz,96
VIA Esther 1000MHz,95
VIA Eden 1200MHz,93
Intel Pentium 4 1.70GHz,86
Intel Pentium 4 1.50GHz,86
Intel Pentium 4 1.60GHz,84
Intel Pentium 4 1400MHz,83
Intel Pentium 4 1500MHz,81
VIA Eden 1000MHz,80
Intel Pentium 4 1300MHz,77
